312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
312|321|123|312312|123123|MUSKI|1233|132123|321312.0
31231231231|321|123|312312|123123|MUSKI|1233|132123|321312.0
